Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-02-24 00:00:00-05:00,20.839154470418233,20.839154470418233,20.427413291590227,20.587068557739258,186015,0.0,0
2020-02-25 00:00:00-05:00,20.629081975930898,20.629081975930898,20.46102523803711,20.46102523803711,35523,0.0,0
2020-02-26 00:00:00-05:00,20.545056868216985,20.620682970277038,20.52825071159846,20.612279891967773,23345,0.0,0
2020-02-27 00:00:00-05:00,20.6122774240477,20.629081975930898,20.46102523803711,20.46102523803711,6117,0.0,0
2020-02-28 00:00:00-05:00,20.20893957202038,20.326581062281154,19.620738531609568,20.29296875,16800,0.0,0
2020-03-02 00:00:00-05:00,20.166923973600593,20.3769960983256,19.956851848875587,20.3433837890625,69080,0.0,0
2020-03-03 00:00:00-05:00,20.376998901367188,20.4526250048891,20.318178954788667,20.376998901367188,49627,0.0,0
2020-03-04 00:00:00-05:00,20.46102602187212,20.57026282555164,20.41901063374678,20.519845962524414,29280,0.0,0
2020-03-05 00:00:00-05:00,20.503041249138953,20.503041249138953,20.326581414772626,20.41901206970215,17872,0.0,0
2020-03-06 00:00:00-05:00,20.42741593106915,20.42741593106915,19.91484096202768,20.234149932861328,8891,0.0,0
2020-03-09 00:00:00-04:00,19.903578542756968,19.903578542756968,19.326636649990675,19.368650436401367,11625,0.0,0
2020-03-10 00:00:00-04:00,19.746778891333477,19.746778891333477,18.8980873509111,19.3182315826416,6169,0.0,0
2020-03-11 00:00:00-04:00,19.144463884239375,19.179589170614346,18.503156547638945,18.528364181518555,14981,0.0,0
2020-03-12 00:00:00-04:00,18.276276035712648,18.276276035712648,16.805771067321977,16.83098030090332,7960,0.0,0
2020-03-13 00:00:00-04:00,17.01584196630472,17.679670644420735,17.01584196630472,17.63765525817871,7705,0.0,0
2020-03-16 00:00:00-04:00,17.183901770360155,17.183901770360155,15.486518486873953,15.965482711791992,28865,0.0,0
2020-03-17 00:00:00-04:00,15.54533842990273,16.049511888714495,15.54533842990273,15.965482711791992,5085,0.0,0
2020-03-18 00:00:00-04:00,14.861007162709798,15.123765616047665,12.631216922295271,13.436213493347168,39113,0.0,0
2020-03-19 00:00:00-04:00,13.43621491533089,14.747064720973977,13.43621491533089,13.864762306213379,4654,0.0,0
2020-03-20 00:00:00-04:00,13.864762306213379,13.864762306213379,13.864762306213379,13.864762306213379,0,0.0,0
2020-03-23 00:00:00-04:00,14.284907639728441,14.475485885287737,13.024474612693579,13.942490577697754,63606,0.0,0
2020-03-24 00:00:00-04:00,14.923524781088792,15.742806434631348,14.923524781088792,15.742806434631348,12057,0.0,0
2020-03-25 00:00:00-04:00,15.69659284042707,16.078924126731195,15.679786682128906,15.679786682128906,14226,0.0,0
2020-03-26 00:00:00-04:00,15.96548471571524,16.797370305944117,15.797426340776228,16.595701217651367,18928,0.0,0
2020-03-27 00:00:00-04:00,16.55368423461914,16.936015441325246,16.55368423461914,16.55368423461914,3866,0.0,0
2020-03-30 00:00:00-04:00,16.570489504806755,16.805770874023438,16.570489504806755,16.805770874023438,8410,0.0,0
2020-03-31 00:00:00-04:00,16.931815523052126,16.931815523052126,16.62931270701345,16.756027221679688,10185,0.0,0
2020-04-01 00:00:00-04:00,16.394030824932717,16.394030824932717,16.38562774658203,16.38562774658203,500,0.0,0
2020-04-02 00:00:00-04:00,15.96548344538762,16.38562774658203,15.96548344538762,16.38562774658203,5001,0.0,0
2020-04-03 00:00:00-04:00,17.217512068110228,17.217512068110228,16.27638979668991,16.805770874023438,11585,0.0,0
2020-04-06 00:00:00-04:00,16.805770874023438,16.805770874023438,16.805770874023438,16.805770874023438,0,0.0,0
2020-04-07 00:00:00-04:00,16.638889732412053,16.64485667119451,16.503267288208008,16.503267288208008,3600,0.0,0
2020-04-08 00:00:00-04:00,16.17555403704439,16.805770428098068,15.45290539576476,16.629310607910156,2268,0.0,0
2020-04-09 00:00:00-04:00,17.881338941975173,18.066201825535238,17.881338941975173,18.0031795501709,10882,0.0,0
2020-04-13 00:00:00-04:00,18.0031795501709,18.0031795501709,18.0031795501709,18.0031795501709,0,0.0,0
2020-04-14 00:00:00-04:00,18.066205251784552,18.152502287496603,16.805772327241446,17.646060943603516,6211,0.0,0
2020-04-15 00:00:00-04:00,17.646059841248743,18.15913963317871,17.330951629797873,18.15913963317871,8590,0.0,0
2020-04-16 00:00:00-04:00,17.31019938073252,18.284682528892915,17.31019938073252,18.27627944946289,5046,0.0,0
2020-04-17 00:00:00-04:00,19.032538563133024,19.032538563133024,18.486351233594256,18.912965774536133,13321,0.0,0
2020-04-20 00:00:00-04:00,19.116483668846698,19.5367113403652,18.412405664888784,19.32663917541504,27526,0.0,0
2020-04-21 00:00:00-04:00,18.304595756247434,19.746782302856445,18.284680316163236,19.746782302856445,26876,0.0,0
2020-04-22 00:00:00-04:00,19.956851933133247,20.040881103922644,18.65440539542854,19.999370574951172,23818,0.0,0
2020-04-23 00:00:00-04:00,20.461021557974977,20.461021557974977,18.62919270615541,20.124906539916992,13139,0.0,0
2020-04-24 00:00:00-04:00,19.032535593962,20.461026789340973,18.91489570824487,20.334983825683594,35603,0.0,0
2020-04-27 00:00:00-04:00,20.166926615850826,20.46102794954332,20.040883645046424,20.095502853393555,14187,0.0,0
2020-04-28 00:00:00-04:00,20.352044391224947,20.44976885133745,19.67283903885516,20.370866775512695,16125,0.0,0
2020-04-29 00:00:00-04:00,20.419009131442888,20.5870674661332,19.99466416029829,20.49379539489746,45200,0.0,0
2020-04-30 00:00:00-04:00,19.974245945988315,20.58706795826495,19.830557011999833,19.830808639526367,16443,0.0,0
2020-05-01 00:00:00-04:00,20.553457260131836,20.578666493730477,19.690650444884458,20.553457260131836,11901,0.0,0
2020-05-04 00:00:00-04:00,20.553457260131836,20.553457260131836,20.553457260131836,20.553457260131836,0,0.0,0
2020-05-05 00:00:00-04:00,20.17532982621654,20.376998901367188,20.16617026232836,20.376998901367188,3108,0.0,0
2020-05-06 00:00:00-04:00,20.376998901367188,20.56866858559949,19.64594710156317,20.376998901367188,12498,0.0,0
2020-05-07 00:00:00-04:00,19.746781194392113,20.37699761548973,19.746781194392113,20.369855880737305,16534,0.0,0
2020-05-08 00:00:00-04:00,19.8728254121289,20.376998901367188,19.792998570732813,20.376998901367188,32100,0.0,0
2020-05-11 00:00:00-04:00,20.35641035554983,20.511443375037505,19.53670878536203,20.32868003845215,33750,0.0,0
2020-05-12 00:00:00-04:00,20.52825077861928,20.52825077861928,20.191379173363647,20.313976287841797,19850,0.0,0
2020-05-13 00:00:00-04:00,20.158523055899018,20.4430449054544,20.082896954678223,20.41901206970215,1701,0.0,0
2020-05-14 00:00:00-04:00,19.290169510255918,20.16692647998303,19.290169510255918,20.057689666748047,29354,0.0,0
2020-05-15 00:00:00-04:00,19.749551804636802,20.166923329765286,19.749551804636802,20.0697021484375,6330,0.0,0
2020-05-18 00:00:00-04:00,20.166925472324923,20.35178837884087,19.51065999051694,20.334983825683594,24700,0.0,0
2020-05-19 00:00:00-04:00,20.334983825683594,20.334983825683594,19.746781191651486,20.334983825683594,8050,0.0,0
2020-05-20 00:00:00-04:00,20.334981800318825,20.334981800318825,19.746779224871712,20.110204696655273,7659,0.0,0
2020-05-21 00:00:00-04:00,20.20893925930297,20.334983825683594,19.92786327404745,20.334983825683594,8657,0.0,0
2020-05-22 00:00:00-04:00,20.33498142820573,20.33498142820573,19.830808030294595,20.01726722717285,8243,0.0,0
2020-05-26 00:00:00-04:00,19.531244496240234,20.33498124958658,19.531244496240234,20.20935821533203,2320,0.0,0
2020-05-27 00:00:00-04:00,19.851817261819846,20.334983825683594,19.851817261819846,20.334983825683594,650,0.0,0
2020-05-28 00:00:00-04:00,19.797195434570312,19.797195434570312,19.797195434570312,19.797195434570312,125,0.0,0
2020-05-29 00:00:00-04:00,20.15011927445236,20.16692543029785,20.15011927445236,20.16692543029785,1104,0.0,0
2020-06-01 00:00:00-04:00,20.158524698025555,20.166927776926084,19.99886940436233,20.166759490966797,1839,0.0,0
2020-06-02 00:00:00-04:00,20.16692543029785,20.16692543029785,20.16692543029785,20.16692543029785,645,0.0,0
2020-06-03 00:00:00-04:00,20.007354736328125,20.007354736328125,20.007354736328125,20.007354736328125,277,0.0,0
2020-06-04 00:00:00-04:00,20.007354736328125,20.007354736328125,20.007354736328125,20.007354736328125,0,0.0,0
2020-06-05 00:00:00-04:00,20.171125000271445,20.545054733933764,20.0076055689309,20.30809211730957,20056,0.0,0
2020-06-08 00:00:00-04:00,20.250953674316406,20.250953674316406,20.250953674316406,20.250953674316406,550,0.0,0
2020-06-09 00:00:00-04:00,20.334983825683594,20.334983825683594,20.199024813348665,20.334983825683594,2078,0.0,0
2020-06-10 00:00:00-04:00,20.334983825683594,20.334983825683594,20.334983825683594,20.334983825683594,111,0.0,0
2020-06-11 00:00:00-04:00,20.334983196724483,20.334983196724483,19.9988665004032,20.166841506958008,3227,0.0,0
2020-06-12 00:00:00-04:00,20.381414235381463,20.381414235381463,19.81443977355957,19.81443977355957,3686,0.57049,0
2020-06-15 00:00:00-04:00,20.649368286132816,20.649368286132816,20.649368286132816,20.649368286132812,203,0.0,0
2020-06-16 00:00:00-04:00,20.22424654004935,20.571903228759766,20.03049229263937,20.571903228759766,14600,0.0,0
