Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-05-07 00:00:00-04:00,12.945509823100906,13.544557099254442,12.945509823100906,13.255187034606934,4693900,0.0,0
2014-05-08 00:00:00-04:00,13.351636250435254,13.651159735361986,13.300870345842299,13.437939643859863,451000,0.0,0
2014-05-09 00:00:00-04:00,13.56486057354306,13.651163993890323,13.255184392071705,13.432867050170898,265700,0.0,0
2014-05-12 00:00:00-04:00,13.402406659665038,13.737466753534328,13.402406659665038,13.686699867248535,204900,0.0,0
2014-05-13 00:00:00-04:00,13.70700529128499,13.818691652478659,13.30087218849192,13.554705619812012,321000,0.0,0
2014-05-14 00:00:00-04:00,13.519168070324591,13.85422908911971,13.336408658969981,13.646084785461426,108100,0.0,0
2014-05-15 00:00:00-04:00,13.854229146233537,13.930378981970026,13.503938739888454,13.554705619812012,187400,0.0,0
2014-05-16 00:00:00-04:00,13.519168126057135,13.808539051132104,13.483631600599953,13.554705619812012,125800,0.0,0
2014-05-19 00:00:00-04:00,13.630857031536426,13.737466620234079,13.55978300410685,13.585166931152344,81800,0.0,0
2014-05-20 00:00:00-04:00,13.707009181798062,13.747622503604804,13.534402322044915,13.580092430114746,121600,0.0,0
2014-05-21 00:00:00-04:00,13.559784803375779,13.62070526807079,13.45317520053193,13.483634948730469,126000,0.0,0
2014-05-22 00:00:00-04:00,13.651166412457208,13.651166412457208,13.493789900987988,13.529326438903809,106100,0.0,0
2014-05-23 00:00:00-04:00,13.554707186995557,13.646086419465915,13.463326986227393,13.585166931152344,84000,0.0,0
2014-05-27 00:00:00-04:00,13.58009194770676,13.65624180235207,13.45317520053193,13.483634948730469,71400,0.0,0
2014-05-28 00:00:00-04:00,13.463326315648949,13.553690767515318,13.453172745336479,13.503939628601074,114200,0.0,0
2014-05-29 00:00:00-04:00,13.503938810981401,13.894842529663745,13.453171930790575,13.463325500488281,201400,0.0,0
2014-05-30 00:00:00-04:00,13.559781507723377,13.620701957611908,13.463325500488281,13.463325500488281,193700,0.0,0
2014-06-02 00:00:00-04:00,13.79330859450394,14.625881933212026,13.79330859450394,14.189289093017578,310700,0.0,0
2014-06-03 00:00:00-04:00,14.407589960375834,14.67157704974206,14.260367024424145,14.458356857299805,215800,0.0,0
2014-06-04 00:00:00-04:00,14.498967183130612,14.849257634346273,14.498967183130612,14.666497230529785,149900,0.0,0
